country,fulfill via,shipment mode,scheduled delivery date,delivered to client date,vendor,dosage form,manufacturing site,line item value,weight (kilograms),delivered late
Botswana,Direct Drop,Air,2008-07-03,2008-07-03,"Trinity Biotech, Plc",Test kit,"Trinity Biotech, Plc",14400.0,154,False
Nigeria,Direct Drop,Air,2008-09-19,2008-07-16,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.",Test kit,Chembio Diagnostics Sys. Inc.,277290.0,2907,False
Mozambique,Direct Drop,Air,2008-03-27,2008-03-27,"Trinity Biotech, Plc",Test kit,"Trinity Biotech, Plc",288000.0,9000,False
Zambia,Direct Drop,Air,2008-05-14,2008-05-14,"Trinity Biotech, Plc",Test kit,"Trinity Biotech, Plc",193280.0,2052,False
Zambia,Direct Drop,Air,2008-06-06,2008-05-30,"Orgenics, Ltd",Test kit - Ancillary,Inverness Japan,43.0,284,False
Côte d'Ivoire,Direct Drop,Air,2009-03-04,2009-03-04,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.",Test kit,Chembio Diagnostics Sys. Inc.,7803.0,79,False
Mozambique,Direct Drop,Air,2008-07-09,2008-07-04,"Orgenics, Ltd",Test kit,Inverness Japan,215970.0,682,False
Côte d'Ivoire,Direct Drop,Air,2008-04-08,2008-04-04,"Orgenics, Ltd",Test kit - Ancillary,Inverness Japan,0.7,Weight Captured Separately,False
Côte d'Ivoire,Direct Drop,Air,2008-07-22,2008-07-22,"Orgenics, Ltd",Test kit,Inverness Japan,78120.0,255,False
Côte d'Ivoire,Direct Drop,Air,2008-12-19,2008-12-19,"Orgenics, Ltd",Test kit,Inverness Japan,78120.0,256,False
Guyana,Direct Drop,Air,2008-05-06,2008-05-06,"Trinity Biotech, Plc",Test kit,"Trinity Biotech, Plc",26624.0,832,False
Guyana,Direct Drop,Air,2008-07-28,2008-07-28,"Orgenics, Ltd",Test kit,Inverness Japan,15333.87,49,False
Botswana,Direct Drop,Air,2008-04-11,2008-04-11,Orasure Technologies Inc.,Test kit,"Pacific Biotech, Thailand",3500.0,39,False
Rwanda,Direct Drop,Air,2008-08-16,2008-08-16,"Trinity Biotech, Plc",Test kit,"Trinity Biotech, Plc",47260.0,234,False
Zimbabwe,Direct Drop,Air,2008-11-17,2008-10-21,"Orgenics, Ltd",Test kit - Ancillary,Inverness Japan,16.34,Weight Captured Separately,False
South Africa,Direct Drop,Truck,2008-04-24,2008-04-24,S. BUYS WHOLESALER,Capsule,ABBVIE (Abbott) Logis. UK,15760.0,Weight Captured Separately,False
South Africa,Direct Drop,Truck,2008-04-24,2008-04-24,S. BUYS WHOLESALER,Oral solution,ABBVIE (Abbott) France,47.28,Weight Captured Separately,False
South Africa,Direct Drop,Truck,2008-04-24,2008-04-24,S. BUYS WHOLESALER,Tablet,"Aspen-OSD, Port Elizabeth, SA",10925.0,Weight Captured Separately,False
Vietnam,Direct Drop,Air,2008-07-07,2008-06-20,Aurobindo Pharma Limited,Tablet,"Aurobindo Unit III, India",29232.0,507,False
Vietnam,Direct Drop,Air,2008-06-01,2008-06-01,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Tablet,Mylan (formerly Matrix) Nashik,77145.6,522,False
Côte d'Ivoire,Direct Drop,Air,2008-05-09,2008-05-09,"Orgenics, Ltd",Test kit - Ancillary,Inverness Japan,2.5,17,False
South Africa,Direct Drop,,2008-04-25,2008-04-07,S. BUYS WHOLESALER,Tablet,"Cipla, Goa, India",4614.0,Weight Captured Separately,False
South Africa,Direct Drop,,2008-04-25,2008-04-25,S. BUYS WHOLESALER,Tablet,GSK Aranda,4155.0,Weight Captured Separately,False
South Africa,Direct Drop,,2008-04-25,2008-04-07,S. BUYS WHOLESALER,Delayed-release capsules - blister,"BMS Meymac, France",1849.0,Weight Captured Separately,False
Nigeria,Direct Drop,Air,2008-05-28,2008-05-28,"Orgenics, Ltd",Test kit - Ancillary,Inverness Japan,11.3,Weight Captured Separately,False
Vietnam,Direct Drop,Air,2008-10-03,2008-10-03,BRISTOL-MYERS SQUIBB,Chewable/dispersible tablet,"BMS Meymac, France",2800.0,81,False
Vietnam,Direct Drop,Air,2008-08-19,2008-08-19,STRIDES ARCOLAB LIMITED,Capsule,"Strides, Bangalore, India.",15631.0,502,False
South Africa,Direct Drop,Truck,2008-08-20,2008-05-08,S. BUYS WHOLESALER,Capsule,ABBVIE (Abbott) Logis. UK,24783.3,Weight Captured Separately,False
South Africa,Direct Drop,Truck,2008-08-20,2008-05-21,S. BUYS WHOLESALER,Tablet,GSK Cape Town Factory (South Africa),11060.0,Weight Captured Separately,False
South Africa,Direct Drop,Truck,2008-08-20,2008-05-14,S. BUYS WHOLESALER,Tablet,GSK Aranda,16630.0,Weight Captured Separately,False
South Africa,Direct Drop,Truck,2008-08-20,2008-05-08,S. BUYS WHOLESALER,Oral suspension,"BI, Ingelheim, Germany",435.9,Weight Captured Separately,False
Haiti,Direct Drop,Air,2008-10-27,2008-10-27,"Orgenics, Ltd",Test kit,Inverness Japan,78610.0,257,False
Rwanda,Direct Drop,Air,2008-07-23,2008-07-22,Aurobindo Pharma Limited,Tablet - FDC,"Aurobindo Unit III, India",569281.31,5311,False
Rwanda,Direct Drop,Air,2008-07-23,2008-07-23,Aurobindo Pharma Limited,Tablet - FDC,"Aurobindo Unit III, India",725539.69,6768,False
Vietnam,Direct Drop,Air,2008-09-19,2008-09-19,Aurobindo Pharma Limited,Tablet - FDC,"Aurobindo Unit III, India",37023.0,See ASN-2274 (ID#:610),False
Vietnam,Direct Drop,Air,2008-10-03,2008-10-03,Aurobindo Pharma Limited,Capsule,"Aurobindo Unit III, India",26143.5,1114,False
South Africa,Direct Drop,Truck,2008-07-10,2008-07-14,S. BUYS WHOLESALER,Tablet,GSK Aranda,663.5,Weight Captured Separately,True
South Africa,Direct Drop,Truck,2008-07-10,2008-07-08,S. BUYS WHOLESALER,Capsule,"MSD Midrand, J'burg, SA",715.0,Weight Captured Separately,False
South Africa,Direct Drop,Truck,2008-07-10,2008-07-08,S. BUYS WHOLESALER,Delayed-release capsules - blister,"BMS Meymac, France",1096.2,Weight Captured Separately,False
South Africa,Direct Drop,Truck,2008-07-10,2008-07-08,S. BUYS WHOLESALER,Powder for oral solution,"BMS Meymac, France",150.48,Weight Captured Separately,False
Zambia,Direct Drop,Air,2008-09-22,2008-09-22,"Orgenics, Ltd",Test kit - Ancillary,Inverness Japan,30.0,889,False
Guyana,Direct Drop,Air,2008-10-29,2008-10-29,"Orgenics, Ltd",Test kit,Inverness Japan,15333.87,49,False
Nigeria,Direct Drop,Air,2008-10-15,2008-10-15,"Orgenics, Ltd",Test kit - Ancillary,Inverness Japan,65.02,1927,False
Nigeria,Direct Drop,Air,2008-09-12,2008-09-12,"Orgenics, Ltd",Test kit,Inverness Japan,549931.25,1566,False
Vietnam,Direct Drop,Air,2008-12-02,2008-12-02,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),Tablet,ABBVIE Ludwigshafen Germany,35674.8,113,False
Vietnam,Direct Drop,Air,2008-11-24,2008-11-24,Aurobindo Pharma Limited,Tablet - FDC,"Aurobindo Unit III, India",12540.0,159,False
Vietnam,Direct Drop,Air,2008-11-25,2008-11-25,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Tablet,Mylan (formerly Matrix) Nashik,85596.0,613,False
Vietnam,Direct Drop,Air,2008-12-03,2008-12-03,CIPLA LIMITED,Tablet - FDC,"Cipla, Goa, India",26448.0,323,False
Guyana,Direct Drop,Air,2008-12-15,2008-12-15,ZEPHYR BIOMEDICALS,Test kit,Not Applicable,4050.0,34,False
Ethiopia,Direct Drop,Air,2008-11-03,2008-10-13,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.",Test kit,Chembio Diagnostics Sys. Inc.,160866.0,2147,False
Ethiopia,Direct Drop,Air,2008-11-03,2008-11-03,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.",Test kit,Chembio Diagnostics Sys. Inc.,107514.0,1445,False
Ethiopia,Direct Drop,Air,2008-10-07,2008-10-07,"SHANGHAI KEHUA BIOENGINEERING CO.,LTD.  (KHB)",Test kit,"KHB Test Kit Facility, Shanghai China",160954.0,5057,False
South Africa,Direct Drop,Truck,2008-08-25,2008-08-14,S. BUYS WHOLESALER,Tablet,"Aspen-OSD, Port Elizabeth, SA",7080.0,Weight Captured Separately,False
South Africa,Direct Drop,Truck,2008-08-25,2008-08-14,S. BUYS WHOLESALER,Oral suspension,"BI, Ingelheim, Germany",557.6,Weight Captured Separately,False
Ethiopia,Direct Drop,Air,2009-01-26,2009-01-20,"SHANGHAI KEHUA BIOENGINEERING CO.,LTD.  (KHB)",Test kit,"KHB Test Kit Facility, Shanghai China",79810.0,2509,False
Ethiopia,Direct Drop,Air,2008-12-03,2008-12-03,"SHANGHAI KEHUA BIOENGINEERING CO.,LTD.  (KHB)",Test kit,"KHB Test Kit Facility, Shanghai China",80730.0,2535,False
Zimbabwe,Direct Drop,Air,2009-02-03,2009-02-03,BIOLYTICAL LABORATORIES INC.,Test kit,bioLytical Laboratories,12706.65,Weight Captured Separately,False
Vietnam,Direct Drop,Air,2008-11-27,2008-11-27,Aurobindo Pharma Limited,Tablet,"Aurobindo Unit III, India",17400.0,581,False
South Africa,Direct Drop,Truck,2009-05-17,2008-10-09,S. BUYS WHOLESALER,Tablet,"Cipla, Goa, India",20410.0,Weight Captured Separately,False
South Africa,Direct Drop,Truck,2009-05-17,2008-10-09,S. BUYS WHOLESALER,Oral solution,GSK Mississauga (Canada),733.2,Weight Captured Separately,False
South Africa,Direct Drop,Truck,2009-05-17,2008-10-09,S. BUYS WHOLESALER,Capsule,Roche Basel,424.08,Weight Captured Separately,False
South Africa,Direct Drop,Truck,2009-05-17,2008-10-09,S. BUYS WHOLESALER,Oral suspension,"BI, Ingelheim, Germany",540.4,Weight Captured Separately,False
Nigeria,Direct Drop,Air,2009-04-08,2009-04-08,"Orgenics, Ltd",Test kit,Inverness Japan,460080.0,1723,False
Namibia,Direct Drop,Air,2009-01-27,2009-01-27,INVERNESS MEDICAL INNOVATIONS SOUTH AFRICA (PTY) LTD,Test kit,Inverness USA,225.0,3,False
Guyana,Direct Drop,Air,2009-02-25,2009-01-27,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.",Test kit,Chembio Diagnostics Sys. Inc.,2700.0,28,False
Namibia,Direct Drop,Air,2009-03-02,2009-03-02,"Trinity Biotech, Plc",Test kit,"Trinity Biotech, Plc",2176.0,22,False
Vietnam,Direct Drop,Air,2009-04-07,2009-04-07,Aurobindo Pharma Limited,Tablet,"Aurobindo Unit III, India",21600.0,2228,False
Vietnam,Direct Drop,Air,2009-04-10,2009-04-10,Aurobindo Pharma Limited,Tablet - FDC,"Aurobindo Unit III, India",7805.0,See ASN-3562 (ID#:960),False
Nigeria,Direct Drop,Air,2009-04-08,2009-04-08,MERCK SHARP & DOHME IDEA GMBH (FORMALLY MERCK SHARP & DOHME B.V.),Tablet - FDC,"MSD, Haarlem, NL",1260000.0,2067,False
Haiti,Direct Drop,Air,2009-03-16,2009-03-16,"Orgenics, Ltd",Test kit,Inverness Japan,117600.0,382,False
Haiti,Direct Drop,Air,2009-04-02,2009-04-02,Aurobindo Pharma Limited,Capsule,"Aurobindo Unit III, India",10500.0,187,False
Mozambique,Direct Drop,Air,2009-05-26,2009-05-26,"Orgenics, Ltd",Test kit,Inverness Japan,648000.0,2655,False
South Africa,Direct Drop,Air,2009-03-17,2008-11-28,S. BUYS WHOLESALER,Capsule,"Aurobindo Unit III, India",3359.84,Weight Captured Separately,False
South Africa,Direct Drop,Air,2009-03-24,2008-12-01,S. BUYS WHOLESALER,Tablet,"Aurobindo Unit III, India",24583.3,Weight Captured Separately,False
South Africa,Direct Drop,Air,2009-03-31,2008-12-02,S. BUYS WHOLESALER,Oral solution,"Aurobindo Unit III, India",3390.85,Weight Captured Separately,False
South Africa,Direct Drop,Air,2009-06-23,2009-01-29,S. BUYS WHOLESALER,Tablet,"Aurobindo Unit III, India",36582.0,Weight Captured Separately,False
South Africa,Direct Drop,Air,2009-05-12,2008-12-30,S. BUYS WHOLESALER,Tablet,GSK Aranda,19062.0,Weight Captured Separately,False
South Africa,Direct Drop,Air,2009-05-26,2009-01-22,S. BUYS WHOLESALER,Tablet,"Cipla, Goa, India",16307.2,Weight Captured Separately,False
South Africa,Direct Drop,Air,2009-03-31,2008-11-21,S. BUYS WHOLESALER,Capsule,"BMS Meymac, France",371.0,Weight Captured Separately,False
South Africa,Direct Drop,Air,2009-03-30,2009-01-21,S. BUYS WHOLESALER,Capsule,"Aurobindo Unit III, India",2920.0,Weight Captured Separately,False
South Africa,Direct Drop,Air,2009-03-30,2009-01-21,S. BUYS WHOLESALER,Tablet,"Boehringer Ing., Koropi, GR",4035.2,Weight Captured Separately,False
Uganda,Direct Drop,Air,2009-05-04,2009-05-04,BRISTOL-MYERS SQUIBB,Delayed-release capsules - blister,"BMS Meymac, France",1100.4,3000,False
South Africa,Direct Drop,Truck,2009-04-17,2009-04-17,S. BUYS WHOLESALER,Capsule,"MSD Midrand, J'burg, SA",160900.0,Weight Captured Separately,False
South Africa,Direct Drop,Air,2009-06-25,2009-04-20,S. BUYS WHOLESALER,Injection,GSK Ware (UK),2265.9,Weight Captured Separately,False
South Africa,Direct Drop,Air,2009-06-25,2009-04-20,S. BUYS WHOLESALER,Chewable/dispersible tablet,"BMS Meymac, France",15150.0,Weight Captured Separately,False
Rwanda,Direct Drop,Air,2009-04-20,2009-04-20,CIPLA LIMITED,Tablet - FDC,"Cipla, Goa, India",71344.0,719,False
South Africa,Direct Drop,Air,2009-07-31,2009-04-20,S. BUYS WHOLESALER,Oral solution,ABBVIE (Abbott) Logis. UK,1440.0,Weight Captured Separately,False
South Africa,Direct Drop,Truck,2009-07-31,2009-05-04,S. BUYS WHOLESALER,Oral solution,ABBVIE (Abbott) France,43.2,Weight Captured Separately,False
South Africa,Direct Drop,Truck,2009-07-31,2009-06-08,S. BUYS WHOLESALER,Oral solution,ABBVIE (Abbott) France,43.2,Weight Captured Separately,False
Guyana,Direct Drop,Air,2009-06-05,2009-06-05,"Orgenics, Ltd",Test kit,Inverness Japan,38250.0,130,False
Guyana,Direct Drop,Air,2009-07-01,2009-07-01,"Orgenics, Ltd",Test kit,Inverness Japan,24840.0,87,False
South Africa,Direct Drop,Truck,2009-05-15,2009-04-23,S. BUYS WHOLESALER,Capsule,"BMS Meymac, France",300.2,See ASN-4332 (ID#:1115),False
Nigeria,Direct Drop,Air,2009-05-20,2009-05-20,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),Tablet,ABBVIE Ludwigshafen Germany,3000.3,69,False
Kenya,Direct Drop,Air,2009-06-18,2009-06-18,"Trinity Biotech, Plc",Test kit,"Trinity Biotech, Plc",160.0,2,False
Kenya,Direct Drop,Air,2009-06-18,2009-06-18,"Trinity Biotech, Plc",Test kit,"Trinity Biotech, Plc",159840.0,4995,False
Nigeria,Direct Drop,Air,2009-07-14,2009-07-14,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),Tablet,ABBVIE Ludwigshafen Germany,83844.0,309,False
Rwanda,Direct Drop,Air,2009-07-20,2009-07-20,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Tablet - FDC,Mylan (formerly Matrix) Nashik,317528.28,3393,False
Côte d'Ivoire,Direct Drop,Air,2009-06-10,2009-07-15,BIO-RAD LABORATORIES (FRANCE),Test kit,Bio-Rad Laboratories,110000.0,1073,True
Namibia,Direct Drop,Air,2009-06-15,2009-06-15,"Orgenics, Ltd",Test kit,Inverness Japan,56000.0,195,False
Vietnam,Direct Drop,Air,2009-06-08,2009-06-08,Aurobindo Pharma Limited,Delayed-release capsules,"Aurobindo Unit III, India",1950.0,30,False
Côte d'Ivoire,Direct Drop,Air,2009-06-09,2009-06-09,BIO-RAD LABORATORIES (FRANCE),Test kit,Bio-Rad Laboratories,15400.0,158,False
Namibia,Direct Drop,Air,2009-08-18,2009-08-18,CIPLA LIMITED,Chewable/dispersible tablet - FDC,"Cipla, Goa, India",3800.0,251,False
Vietnam,Direct Drop,Air,2009-08-19,2009-08-19,BRISTOL-MYERS SQUIBB,Chewable/dispersible tablet,"BMS Meymac, France",840.0,Weight Captured Separately,False
South Africa,Direct Drop,Truck,2009-10-12,2009-08-03,S. BUYS WHOLESALER,Delayed-release capsules - blister,"BMS Meymac, France",438.0,Weight Captured Separately,False
South Africa,Direct Drop,Truck,2009-07-21,2009-07-21,S. BUYS WHOLESALER,Capsule,"BMS Meymac, France",1475.2,Weight Captured Separately,False
Zambia,Direct Drop,Air,2009-11-11,2009-10-29,"Orgenics, Ltd",Test kit,Inverness Japan,144000.0,590,False
Guyana,Direct Drop,Air,2009-08-07,2009-08-07,ABBOTT LABORATORIES (PUERTO RICO),Tablet,ABBVIE Ludwigshafen Germany,224625.27,589,False
Côte d'Ivoire,Direct Drop,Air,2006-09-06,2006-09-06,BIO-RAD LABORATORIES (FRANCE),Test kit,Bio-Rad Laboratories,7535.0,107,False
Haiti,Direct Drop,Air,2006-10-09,2006-10-09,"Trinity Biotech, Plc",Test kit,Not Applicable,7875.0,29,False
Vietnam,Direct Drop,Air,2006-09-01,2006-09-01,"GILEAD SCIENCES IRELAND, INC.",Tablet,Gilead(Nycomed) Oranienburg DE,17000.0,61,False
Vietnam,Direct Drop,Air,2006-08-11,2006-08-11,Aurobindo Pharma Limited,Tablet,"Aurobindo Unit III, India",152250.0,See ASN-55 (ID#:16),False
Vietnam,Direct Drop,Air,2006-08-11,2006-08-11,Aurobindo Pharma Limited,Tablet - FDC,"Aurobindo Unit III, India",338000.0,See ASN-55 (ID#:16),False
Nigeria,Direct Drop,Air,2006-09-28,2006-09-28,Aurobindo Pharma Limited,Oral solution,"Aurobindo Unit III, India",1809.6,See ASN-57 (ID#:23),False
Nigeria,Direct Drop,Air,2006-09-28,2006-09-28,Aurobindo Pharma Limited,Tablet,"Aurobindo Unit III, India",2041.2,See ASN-57 (ID#:23),False
Zambia,Direct Drop,Air,2007-01-29,2007-01-29,Aurobindo Pharma Limited,Oral solution,"Aurobindo Unit III, India",19071.3,316,False
Zambia,Direct Drop,Air,2006-11-13,2006-11-13,Aurobindo Pharma Limited,Tablet - FDC,"Aurobindo Unit III, India",432009.2,3217,False
Nigeria,Direct Drop,Air,2006-12-07,2006-12-07,Aurobindo Pharma Limited,Tablet,"Aurobindo Unit III, India",16906.8,See ASN-93 (ID#:1281),False
Nigeria,Direct Drop,Air,2006-12-07,2006-12-07,Aurobindo Pharma Limited,Capsule,"Aurobindo Unit III, India",356.9,See ASN-93 (ID#:1281),False
Zambia,Direct Drop,Air,2006-12-20,2006-12-20,Aurobindo Pharma Limited,Tablet,"Aurobindo Unit III, India",1018132.0,11179,False
Vietnam,Direct Drop,Air,2007-03-14,2007-03-14,Aurobindo Pharma Limited,Oral solution,"Aurobindo Unit III, India",5050.0,3822,False
Vietnam,Direct Drop,Air,2007-03-14,2007-03-14,CIPLA LIMITED,Oral solution,"Cipla, Goa, India",2440.0,See ASN-272 (ID#:1282),False
Haiti,Direct Drop,Air,2007-02-07,2007-02-07,Orasure Technologies Inc.,Test kit,"Pacific Biotech, Thailand",10000.0,60,False
Vietnam,Direct Drop,Air,2007-07-09,2007-07-09,CIPLA LIMITED,Tablet - FDC,"Cipla, Goa, India",187500.0,2336,False
Zambia,Direct Drop,Air,2007-06-06,2007-06-06,BRISTOL-MYERS SQUIBB,Chewable/dispersible tablet,"BMS Meymac, France",68952.0,1072,False
Côte d'Ivoire,Direct Drop,Air,2007-06-28,2007-06-28,Orasure Technologies Inc.,Test kit,"Pacific Biotech, Thailand",20000.0,120,False
Nigeria,Direct Drop,Air,2007-07-10,2007-07-10,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.",Test kit,Chembio Diagnostics Sys. Inc.,270000.0,3045,False
Nigeria,Direct Drop,Air,2007-07-10,2007-08-03,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.",Test kit,Chembio Diagnostics Sys. Inc.,310500.0,3276,True
Nigeria,Direct Drop,Air,2007-07-04,2007-07-04,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.",Test kit,Chembio Diagnostics Sys. Inc.,216000.0,2603,False
Vietnam,Direct Drop,Air,2007-10-02,2007-10-02,Aurobindo Pharma Limited,Tablet,"Aurobindo Unit III, India",277425.0,2895,False
Vietnam,Direct Drop,Air,2007-10-02,2007-10-02,Aurobindo Pharma Limited,Oral solution,"Aurobindo Unit III, India",950.0,See ASN-744 (ID#:1356),False
Vietnam,Direct Drop,Air,2007-11-08,2007-11-08,BRISTOL-MYERS SQUIBB,Chewable/dispersible tablet,"BMS Meymac, France",5600.0,161,False
Vietnam,Direct Drop,Air,2007-09-10,2007-09-10,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),Oral solution,ABBVIE (Abbott) Logis. UK,16440.0,340,False
Tanzania,Direct Drop,Air,2007-12-19,2007-12-19,"Standard Diagnostics, Inc.",Test kit,"Standard Diagnostics, Korea",200000.0,3336,False
Tanzania,Direct Drop,Air,2008-01-22,2008-01-22,"Standard Diagnostics, Inc.",Test kit,"Standard Diagnostics, Korea",100000.0,1456,False
Namibia,Direct Drop,Air,2007-08-29,2007-08-29,"Orgenics, Ltd",Test kit,Not Applicable,11250.0,Weight Captured Separately,False
Ethiopia,Direct Drop,Air,2007-11-20,2007-12-24,Aurobindo Pharma Limited,Capsule,"Aurobindo Unit III, India",54350.75,2318,True
Guyana,Direct Drop,Air,2007-12-03,2007-12-03,"Trinity Biotech, Plc",Test kit,"Trinity Biotech, Plc",71040.0,732,False
Uganda,Direct Drop,Air,2008-03-31,2008-03-31,BRISTOL-MYERS SQUIBB,Delayed-release capsules - blister,"BMS Meymac, France",3313.8,6,False
South Africa,Direct Drop,,2008-01-29,2008-01-29,"JSI R&T INSTITUTE, INC.",Oral solution,GSK Mississauga (Canada),3630.0,Weight Captured Separately,False
South Africa,Direct Drop,,2008-01-29,2008-01-29,"JSI R&T INSTITUTE, INC.",Tablet,"Aspen-OSD, Port Elizabeth, SA",535.2,Weight Captured Separately,False
South Africa,Direct Drop,,2008-01-29,2008-01-29,"JSI R&T INSTITUTE, INC.",Tablet - FDC,"Aspen-OSD, Port Elizabeth, SA",443.0,Weight Captured Separately,False
Rwanda,Direct Drop,Air,2008-01-10,2008-01-10,"Trinity Biotech, Plc",Test kit,"Trinity Biotech, Plc",144000.0,2300,False
Haiti,Direct Drop,Air,2008-08-22,2008-08-22,"Trinity Biotech, Plc",Test kit,"Trinity Biotech, Plc",278.0,Weight Captured Separately,False
Haiti,Direct Drop,Air,2008-02-27,2008-02-18,"Trinity Biotech, Plc",Test kit,"Trinity Biotech, Plc",556.0,Weight Captured Separately,False
South Africa,Direct Drop,,2008-01-21,2008-01-04,"JSI R&T INSTITUTE, INC.",Capsule,"MSD Midrand, J'burg, SA",696.0,Weight Captured Separately,False
South Africa,Direct Drop,,2008-01-21,2008-01-04,"JSI R&T INSTITUTE, INC.",Tablet,"MSD Midrand, J'burg, SA",23808.0,Weight Captured Separately,False
South Africa,Direct Drop,,2008-01-21,2008-01-04,"JSI R&T INSTITUTE, INC.",Tablet - FDC,"Aspen-OSD, Port Elizabeth, SA",1271.1,Weight Captured Separately,False
South Africa,Direct Drop,,2008-01-21,2008-01-04,"JSI R&T INSTITUTE, INC.",Capsule,ABBVIE (Abbott) Logis. UK,32.31,Weight Captured Separately,False
Côte d'Ivoire,Direct Drop,Air,2008-04-08,2008-04-08,BRISTOL-MYERS SQUIBB,Chewable/dispersible tablet,"BMS Meymac, France",3822.0,108,False
Nigeria,Direct Drop,Air,2008-09-19,2008-09-19,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.",Test kit,Chembio Diagnostics Sys. Inc.,244296.0,2985,False
Nigeria,Direct Drop,Air,2008-03-12,2008-03-10,"Orgenics, Ltd",Test kit,Inverness Japan,239970.0,861,False
Nigeria,Direct Drop,Air,2008-03-12,2008-03-12,"Orgenics, Ltd",Test kit,Inverness Japan,255888.01,550,False
South Africa,Direct Drop,Truck,2008-02-05,2008-01-21,"JSI R&T INSTITUTE, INC.",Delayed-release capsules - blister,"BMS Meymac, France",8416.0,Weight Captured Separately,False
Ethiopia,Direct Drop,Air,2008-02-27,2008-02-27,SUB-SAHARAN BIOMEDICAL P.L.C.,Test kit,Inverness Japan,62967.1,Weight Captured Separately,False
Mozambique,Direct Drop,Air,2008-06-13,2008-06-13,"Orgenics, Ltd",Test kit - Ancillary,Inverness Japan,42.0,Weight Captured Separately,False
Zambia,Direct Drop,Air,2008-04-22,2008-05-05,"Orgenics, Ltd",Test kit,Inverness Japan,143980.0,455,True
Côte d'Ivoire,Direct Drop,Air,2008-04-08,2008-04-08,"Orgenics, Ltd",Test kit,Inverness Japan,5039.3,16,False
Côte d'Ivoire,Direct Drop,Air,2008-04-25,2008-04-25,"Orgenics, Ltd",Test kit,Inverness Japan,78120.0,255,False
Uganda,Direct Drop,Air,2008-05-22,2008-05-22,"Orgenics, Ltd",Test kit,Inverness Japan,61191.5,194,False
South Africa,Direct Drop,Truck,2008-04-24,2008-02-29,S. BUYS WHOLESALER,Capsule,"MSD Midrand, J'burg, SA",563.0,Weight Captured Separately,False
South Africa,Direct Drop,Truck,2008-04-24,2008-04-24,S. BUYS WHOLESALER,Tablet,"Cipla, Goa, India",37500.0,Weight Captured Separately,False
Vietnam,Direct Drop,Air,2008-07-07,2008-07-07,Aurobindo Pharma Limited,Tablet,"Aurobindo Unit III, India",13000.0,137,False
Vietnam,Direct Drop,Air,2008-06-17,2008-06-17,STRIDES ARCOLAB LIMITED,Capsule,"Strides, Bangalore, India.",3889.76,121,False
